index,x,y,doi,text,cluster_40,cluster_19,cluster_19_name,cluster_10,cluster_10_name,cluster_5,cluster_5_name
225,11.365778,3.1659908,10.1007/s12304-012-9149-1,The Paradigms of Biology (Marcello Barbieri),26,6,"Code biology, Molecular semiotics & Information Theory",5,"Code, Information & Representation",4,Biological codes & Information
226,9.279758,3.792138,10.1007/s12304-014-9214-z,An Archetypal Mental Coding Process (Robert Langs),15,7,Cognitive science & Consciousness,3,Umwelt & Embodied cognition,3,Cognitive & Experiential semiotics
227,8.558593,0.13633493,10.1007/s12304-015-9236-1,Introduction: Semiotic Scaffolding (Jesper Hoffmeyer),32,3,Scaffolding & Agency,2,"Evolution, Teleology & Agency",2,"Evolution, Agency & Emergence"
228,11.346852,0.87714946,10.1007/s12304-013-9196-2,"Genetic Information, Physical Interpreters and Thermodynamics; The Material-Informatic Basis of Biosemiosis (Peter R. Wills)",19,6,"Code biology, Molecular semiotics & Information Theory",5,"Code, Information & Representation",4,Biological codes & Information
229,5.4392815,12.428323,10.1007/s12304-008-9006-4,The Landscape as a Semiotic Interface between Organisms and Resources (Almo Farina),11,8,Bioacoustics,7,Ecosemiotics & Environmental ethics,5,Ecological & Ethical dimensions
230,6.8819895,9.994026,10.1007/s12304-020-09378-9,Ecological Repertoire Analysis: a Method of Interaction-Based Semiotic Study for Multispecies Environments (Timo Maran),40,14,"Interspecies relationships, communication, mimicry and deception",4,Zoosemiotics & Animal studies,5,Ecological & Ethical dimensions
231,7.2771487,8.024234,10.1007/s12304-024-09571-0,Man in Relation to the World: Umwelt–Welt Transition (Matěj Pudil),38,4,Umwelt theory & Phenomenology,3,Umwelt & Embodied cognition,3,Cognitive & Experiential semiotics
232,4.058209,4.7467427,10.1007/s12304-021-09435-x,A Semiotic Modern Synthesis: Conducting Quantitative Studies in Zoosemiotics and Interpreting Existing Ethological Studies through a Semiotic Framework (Amelia Lewis),16,5,Zoosemiotics,4,Zoosemiotics & Animal studies,5,Ecological & Ethical dimensions
233,11.053382,-0.3904617,10.1007/s12304-021-09466-4,Autogen is a Kantian Whole in the Non-Entailed World (Stuart Kauffman),20,11,Theoretical biology & Emergence,2,"Evolution, Teleology & Agency",2,"Evolution, Agency & Emergence"
234,9.50809,8.316382,10.1007/s12304-012-9139-3,"Biosemiotics in a Gallery (Kalevi Kull,Ekaterina Velmezova)",33,12,Aesthetics & Meaningfulness,8,"Aesthetics, Meaning & Hermeneutics",1,Philosophical & Theoretical foundations
235,10.477545,2.4666593,10.1007/s12304-023-09540-z,"The Biosynthesis of Proteins for Nano Engines as a Normative Process (Wim Beekman,Henk Jochemsen)",26,6,"Code biology, Molecular semiotics & Information Theory",5,"Code, Information & Representation",4,Biological codes & Information
236,8.432012,9.691165,10.1007/s12304-024-09568-9,The Ecosemiotics of Human-Wolf Relations in a Northern Tourist Economy: A Case Study (Andrew Mark Creighton),40,14,"Interspecies relationships, communication, mimicry and deception",4,Zoosemiotics & Animal studies,5,Ecological & Ethical dimensions
237,10.267255,4.555387,10.1007/s12304-015-9240-5,Evolution and Technique of Human Thinking (Guenther Witzany),30,2,Evolutionary theory & Extended Evolutionary Synthesis,2,"Evolution, Teleology & Agency",2,"Evolution, Agency & Emergence"
238,8.842332,10.065664,10.1007/s12304-021-09445-9,"Biosemiotic Achievement Award for the Year 2020 (Claudio Julio Rodríguez Higuera,Morten Tønnessen)",1,18,Announcements and administrative,1,Core theoretical foundations,1,Philosophical & Theoretical foundations
239,6.24115,3.2618303,10.1007/s12304-020-09390-z,Mental Structures as Biosemiotic Constraints on the Functions of Non-human (Neuro)Cognitive Systems (Prakash Mondal),24,9,Language origins & Evolution,6,Language & Human Semiosis,3,Cognitive & Experiential semiotics
240,6.2111616,6.1783056,10.1007/s12304-021-09471-7,Sign-free Biosemantics and Transcendental Phenomenology: a Better Non-Metaphysical Approach to Close the Mind-body Gap (Zixuan Liu),12,4,Umwelt theory & Phenomenology,3,Umwelt & Embodied cognition,3,Cognitive & Experiential semiotics
241,3.7921662,0.12168029,10.1007/s12304-023-09533-y,"What if Consciousness has no Function? (Sofia Belardinelli,Telmo Pievani)",29,7,Cognitive science & Consciousness,3,Umwelt & Embodied cognition,3,Cognitive & Experiential semiotics
242,6.02338,2.699946,10.1007/s12304-016-9267-2,Recurrences and Human Agential Meaning Grounding: Laying a Path in Walking (Sergio Rodríguez),18,3,Scaffolding & Agency,2,"Evolution, Teleology & Agency",2,"Evolution, Agency & Emergence"
243,6.9884706,4.4347377,10.1007/s12304-013-9185-5,"The Concept of Umwelt Overlap and its Application to Cooperative Action in Multi-Agent Systems (Maria Isabel Aldinhas Ferreira,Miguel Gama Caldas)",23,17,"Modeling, metodology and formalization of semiosis",9,Modeling & Quantitative approaches,4,Biological codes & Information
244,5.136606,2.1675065,10.1007/s12304-024-09592-9,"Un-binding the Umwelt: The Differential Contributions of the Five Classical Senses can be Understood Through Hindu Tantra (Anand Venkatraman,Anand Viswanathan,Shyam Sudarshan Rao)",27,7,Cognitive science & Consciousness,3,Umwelt & Embodied cognition,3,Cognitive & Experiential semiotics
245,7.993658,1.558039,10.1007/s12304-008-9022-4,"Bankov’s Razor Versus Martinelli’s Canon. A Confrontation Around Biosemiotics (Dario Martinelli,Kristian Bankov)",13,1,Philosophy of biosemiotics & Foundational theories,1,Core theoretical foundations,1,Philosophical & Theoretical foundations
246,10.351995,8.378921,10.1007/s12304-012-9144-6,Musical Sense-Making and the Concept of Affordance: An Ecosemiotic and Experiential Approach (Mark Reybrouck),33,12,Aesthetics & Meaningfulness,8,"Aesthetics, Meaning & Hermeneutics",1,Philosophical & Theoretical foundations
247,6.0121765,-1.6020938,10.1007/s12304-017-9289-4,"The Biosemiotic Glossary Project: The Semiotic Threshold (Claudio Julio Rodríguez Higuera,Kalevi Kull)",34,17,"Modeling, metodology and formalization of semiosis",9,Modeling & Quantitative approaches,4,Biological codes & Information
248,2.3494134,5.4774594,10.1007/s12304-020-09379-8,Current Human Ecology in the Amazon and beyond: a Multi-Scale Ecosemiotic Approach (Morten Tønnessen),12,4,Umwelt theory & Phenomenology,3,Umwelt & Embodied cognition,3,Cognitive & Experiential semiotics
249,7.286964,6.539479,10.1007/s12304-010-9096-7,Hermeneutics by the Living (Anton Markoš),28,4,Umwelt theory & Phenomenology,3,Umwelt & Embodied cognition,3,Cognitive & Experiential semiotics
250,10.051021,0.8136659,10.1007/s12304-014-9207-y,Introduction: Toward a Definition of Biosemiosic Chance (Victoria N. Alexander),21,7,Cognitive science & Consciousness,3,Umwelt & Embodied cognition,3,Cognitive & Experiential semiotics
251,-4.1936436,0.08075659,10.1007/s12304-023-09544-9,"Biosemiotic Achievement Award for the Year 2022 (Ludmila Lackova,Ahti-Veikko Juhani Pietarinen,Morten Tønnessen)",1,18,Announcements and administrative,1,Core theoretical foundations,1,Philosophical & Theoretical foundations
252,6.8175573,10.850312,10.1007/s12304-021-09404-4,A Biosemiotic and Ecoacoustic History of Bird-Scaring (Jacob Smith),11,8,Bioacoustics,7,Ecosemiotics & Environmental ethics,5,Ecological & Ethical dimensions
253,4.730211,4.77265,10.1007/s12304-018-9323-1,"Semiotic Mechanisms Underlying Niche Construction (Jeffrey V. Peterson,Ann Marie Thornburg,Marc Kissel,Christopher Ball,Agustín Fuentes)",16,5,Zoosemiotics,4,Zoosemiotics & Animal studies,5,Ecological & Ethical dimensions
254,9.39381,8.610423,10.1007/s12304-022-09496-6,"Introduction (Tim Ireland,Paul Cobley)",33,12,Aesthetics & Meaningfulness,8,"Aesthetics, Meaning & Hermeneutics",1,Philosophical & Theoretical foundations
255,11.807154,3.297073,10.1007/s12304-012-9153-5,"What Does it Take to Produce Interpretation? Informational, Peircean and Code-Semiotic Views on Biosemiotics (Søren Brier,Cliff Joslyn)",26,6,"Code biology, Molecular semiotics & Information Theory",5,"Code, Information & Representation",4,Biological codes & Information
256,7.2659354,2.1881769,10.1007/s12304-017-9302-y,"‘Steps’ to Agency: Gregory Bateson, Perception, and Biosemantics (Peter Harries-Jones)",17,7,Cognitive science & Consciousness,3,Umwelt & Embodied cognition,3,Cognitive & Experiential semiotics
257,15.629158,-10.554313,10.1007/s12304-008-9002-8,Molecular Semiotics toward the Emergence of Life (Koichiro Matsuno),5,11,Theoretical biology & Emergence,2,"Evolution, Teleology & Agency",2,"Evolution, Agency & Emergence"
258,8.550625,3.6586626,10.1007/s12304-009-9066-0,"Biosymbols: Symbols in Life and Mind (Liz Stillwaggon Swan,Louis J. Goldberg)",15,7,Cognitive science & Consciousness,3,Umwelt & Embodied cognition,3,Cognitive & Experiential semiotics
259,5.370077,1.0281823,10.1007/s12304-023-09542-x,"Correction to: Poti-Interpretants, Sin-Interpretants, and Legi-Interpretants: Rethinking Semiotic Causation as Production of Signs (Ivan Fomin)",9,13,Health & Human body,6,Language & Human Semiosis,3,Cognitive & Experiential semiotics
260,6.947603,4.5643864,10.1007/s12304-013-9186-4,"Typical Cyclical Behavioural Patterns: The Case of Routines, Rituals and Celebrations (Maria Isabel Aldinhas Ferreira)",23,17,"Modeling, metodology and formalization of semiosis",9,Modeling & Quantitative approaches,4,Biological codes & Information
261,8.676142,3.7464492,10.1007/s12304-010-9072-2,"How Is Meaning Grounded in the Organism? (Liz Stillwaggon Swan,Louis J. Goldberg)",15,7,Cognitive science & Consciousness,3,Umwelt & Embodied cognition,3,Cognitive & Experiential semiotics
262,11.242126,2.6451588,10.1007/s12304-008-9003-7,Meaning in Nature: Organic Manufacture? (Stephen J. Cowley),13,1,Philosophy of biosemiotics & Foundational theories,1,Core theoretical foundations,1,Philosophical & Theoretical foundations
263,11.438175,-1.157039,10.1007/s12304-021-09450-y,"RNA’s Role in the Origins of Life: An Agentic ‘Manager’, or Recipient of ‘Off-loaded’ Constraints? (John E. Stewart)",20,11,Theoretical biology & Emergence,2,"Evolution, Teleology & Agency",2,"Evolution, Agency & Emergence"
264,15.703045,-10.630288,10.1007/s12304-012-9156-2,Toward Accommodating Biosemiotics with Experimental Sciences (Koichiro Matsuno),5,11,Theoretical biology & Emergence,2,"Evolution, Teleology & Agency",2,"Evolution, Agency & Emergence"
265,5.9062676,-0.5393776,10.1007/s12304-024-09559-w,"Introduction to the Special Issue, ‘The Biosemiotics of Waste’ (Yogi Hale Hendlin)",35,15,Environmental ethics & Semiocide,7,Ecosemiotics & Environmental ethics,5,Ecological & Ethical dimensions
266,8.15971,-1.1039572,10.1007/s12304-020-09393-w,Semiosis and Information: Meeting the Challenge of Information Science to Post-Reductionist Biosemiotics (Arran Gare),8,6,"Code biology, Molecular semiotics & Information Theory",5,"Code, Information & Representation",4,Biological codes & Information
267,9.764499,1.1349732,10.1007/s12304-016-9270-7,Synergy of Energy and Semiosis: Cooperation Climbs the Tree of Life (Eliseo Fernández),30,2,Evolutionary theory & Extended Evolutionary Synthesis,2,"Evolution, Teleology & Agency",2,"Evolution, Agency & Emergence"
268,4.2477517,0.8848585,10.1007/s12304-013-9175-7,Cephalopod Cognition in an Evolutionary Context: Implications for Ethology (Joseph J. Vitti),16,5,Zoosemiotics,4,Zoosemiotics & Animal studies,5,Ecological & Ethical dimensions
269,2.9410894,7.6339517,10.1007/s12304-015-9241-4,The Natural Emergence of (Bio)Semiosic Phenomena (J. H. van Hateren),7,2,Evolutionary theory & Extended Evolutionary Synthesis,2,"Evolution, Teleology & Agency",2,"Evolution, Agency & Emergence"
270,9.488196,3.1761932,10.1007/s12304-020-09383-y,"Epigenetics and Bruxism: from Hyper-Narrative Neural Networks to Hyper-Function (Aleksandra Čalić,Eva Vrtačič)",9,13,Health & Human body,6,Language & Human Semiosis,3,Cognitive & Experiential semiotics
271,2.6030383,5.186046,10.1007/s12304-016-9255-6,"The Biosemiotic Glossary Project: Umwelt (Morten Tønnessen,Riin Magnus,Carlo Brentari)",12,4,Umwelt theory & Phenomenology,3,Umwelt & Embodied cognition,3,Cognitive & Experiential semiotics
272,5.2356954,7.889521,10.1007/s12304-017-9284-9,"Cultural and Biological Evolution: What is the Difference? (Karel Kleisner,Petr Tureček)",40,14,"Interspecies relationships, communication, mimicry and deception",4,Zoosemiotics & Animal studies,5,Ecological & Ethical dimensions
273,5.412829,12.450468,10.1007/s12304-010-9086-9,"Rethinking the Landscape: New Theoretical Perspectives for a Powerful Agency (Almo Farina,Brian Napoletano)",11,8,Bioacoustics,7,Ecosemiotics & Environmental ethics,5,Ecological & Ethical dimensions
274,4.617742,3.0453959,10.1007/s12304-016-9274-3,The Semiosis of “Side Effects” in Genetic Interventions (Ramsey Affifi),10,16,Plant and microbial semiotics,10,Non-animal semiosis,2,"Evolution, Agency & Emergence"
275,10.02188,3.683787,10.1007/s12304-014-9215-y,"Karl Popper, Forensic Science, and Nested Codes (Liz Stillwaggon Swan)",8,6,"Code biology, Molecular semiotics & Information Theory",5,"Code, Information & Representation",4,Biological codes & Information
276,6.35811,7.7329106,10.1007/s12304-021-09449-5,"Good (and Bad) Words for the Ontological (and Anthropomorphic) Description of Behavior (Fernando Otálora-Luna,Tiara Fulmore,Oscar Páez-Rondón,Elis Aldana,Jory Brinkerhoff)",16,5,Zoosemiotics,4,Zoosemiotics & Animal studies,5,Ecological & Ethical dimensions
277,7.574251,8.785089,10.1007/s12304-022-09479-7,Grounding Biosemiotic Aesthetics: Extensions Back and Forward (Riin Magnus),40,14,"Interspecies relationships, communication, mimicry and deception",4,Zoosemiotics & Animal studies,5,Ecological & Ethical dimensions
278,17.199848,5.458548,10.1007/s12304-019-09348-w,Correction to: Habit in Peirce: a Review of Consensus on Peirce’s Concept of Habit (Marcel Danesi),3,16,Plant and microbial semiotics,10,Non-animal semiosis,2,"Evolution, Agency & Emergence"
279,6.9635267,2.7188303,10.1007/s12304-017-9296-5,"Information, Representation, Biology (Mark H. Bickhard)",17,7,Cognitive science & Consciousness,3,Umwelt & Embodied cognition,3,Cognitive & Experiential semiotics
280,8.424107,2.6108758,10.1007/s12304-018-9327-x,Interrelationship Between Fractal Ornament and Multilevel Selection Theory (Olena Dobrovolska),36,19,Social semiotics & Culture,6,Language & Human Semiosis,3,Cognitive & Experiential semiotics
281,8.204145,5.8146133,10.1007/s12304-018-9325-z,A Biosemiotic Encyclopedia: an Encyclopedic Model for Evolution (Ľudmila Lacková),37,6,"Code biology, Molecular semiotics & Information Theory",5,"Code, Information & Representation",4,Biological codes & Information
282,3.843575,0.41548258,10.1007/s12304-023-09529-8,Energy and Expectation: The Dynamics of Living Consciousness (Michael Trestman),29,7,Cognitive science & Consciousness,3,Umwelt & Embodied cognition,3,Cognitive & Experiential semiotics
283,10.135741,4.100458,10.1007/s12304-008-9024-2,The Role of Off-line Communication in Human Evolution (Natalia A. Abieva),24,9,Language origins & Evolution,6,Language & Human Semiosis,3,Cognitive & Experiential semiotics
284,7.5789413,-2.4049854,10.1007/s12304-021-09430-2,Making the Umwelt Bubble of the Modern Synthesis Burst (Morten Tønnessen),31,2,Evolutionary theory & Extended Evolutionary Synthesis,2,"Evolution, Teleology & Agency",2,"Evolution, Agency & Emergence"
285,-4.338909,0.22602516,10.1007/s12304-024-09561-2,"Utterance-genre-lifeworld and Sign-habit-Umwelt Compared as Phenomenologies. Integrating Socio- and Biosemiotic Concepts? (Alin Olteanu,Sigmund Ongstad)",2,9,Language origins & Evolution,6,Language & Human Semiosis,3,Cognitive & Experiential semiotics
286,15.60814,-10.542871,10.1007/s12304-010-9110-0,Framework of Space and Time from the Proto-Semiotic Perspective (Koichiro Matsuno),5,11,Theoretical biology & Emergence,2,"Evolution, Teleology & Agency",2,"Evolution, Agency & Emergence"
287,9.953149,0.9079386,10.1007/s12304-008-9011-7,Signs and Instruments: The Convergence of Aristotelian and Kantian Intuitions in Biosemiotics (Eliseo Fernández),13,1,Philosophy of biosemiotics & Foundational theories,1,Core theoretical foundations,1,Philosophical & Theoretical foundations
288,5.0798597,2.100822,10.1007/s12304-009-9070-4,"Ask Not What You Can Do for Yourself: Cartesian Chaos, Neural Dynamics, and Immunological Cognition (Seán Ó Nualláin)",27,7,Cognitive science & Consciousness,3,Umwelt & Embodied cognition,3,Cognitive & Experiential semiotics
289,7.709574,6.31083,10.1007/s12304-012-9155-3,"The Meaning(s) of Information, Code … and Meaning (Anton Markoš,Fatima Cvrčková)",39,9,Language origins & Evolution,6,Language & Human Semiosis,3,Cognitive & Experiential semiotics
290,5.3796935,8.376051,10.1007/s12304-019-09349-9,The Mechanism for Mimicry: Instant Biosemiotic Selection or Gradual Darwinian Fine-Tuning Selection? (V. N. Alexander),40,14,"Interspecies relationships, communication, mimicry and deception",4,Zoosemiotics & Animal studies,5,Ecological & Ethical dimensions
291,6.2251635,11.854042,10.1007/s12304-016-9266-3,"The Application of the Acoustic Complexity Indices (ACI) to Ecoacoustic Event Detection and Identification (EEDI) Modeling (A. Farina,N. Pieretti,P. Salutari,E. Tognari,A. Lombardi)",11,8,Bioacoustics,7,Ecosemiotics & Environmental ethics,5,Ecological & Ethical dimensions
292,10.664922,0.5169487,10.1007/s12304-013-9173-9,The Origin of Cellular Life and Biosemiotics (Attila Grandpierre),20,11,Theoretical biology & Emergence,2,"Evolution, Teleology & Agency",2,"Evolution, Agency & Emergence"
293,9.902258,8.336136,10.1007/s12304-022-09478-8,"Supplementary notes on Kalevi Kull, ‘The Biosemiotic Fundamentals of Aesthetics: Beauty is Perfect Semiotic Fitting’ (Robert E. Innis)",33,12,Aesthetics & Meaningfulness,8,"Aesthetics, Meaning & Hermeneutics",1,Philosophical & Theoretical foundations
294,7.133402,0.027419712,10.1007/s12304-017-9307-6,Various Shapes of Cultural Biosemiotics (Jonathan Hope),36,19,Social semiotics & Culture,6,Language & Human Semiosis,3,Cognitive & Experiential semiotics
295,4.5993457,3.0755208,10.1007/s12304-013-9178-4,Biological Pedagogy as Concern for Semiotic Growth (Ramsey Affifi),10,16,Plant and microbial semiotics,10,Non-animal semiosis,2,"Evolution, Agency & Emergence"
296,15.667612,-10.603638,10.1007/s12304-020-09377-w,Making the Onset of Semiosis Comprehensible with Use of Quantum Physics (Koichiro Matsuno),5,11,Theoretical biology & Emergence,2,"Evolution, Teleology & Agency",2,"Evolution, Agency & Emergence"
297,11.89355,-3.328735,10.1007/s12304-014-9204-1,Creating the Umwelt: From Chance to Choice (S. N. Salthe),4,11,Theoretical biology & Emergence,2,"Evolution, Teleology & Agency",2,"Evolution, Agency & Emergence"
298,11.242113,-1.0982682,10.1007/s12304-021-09470-8,Complementarity of Description and the Promise of Semiotics in Dealing with an Eluding Object (Joanna Rączaszek-Leonardi),20,11,Theoretical biology & Emergence,2,"Evolution, Teleology & Agency",2,"Evolution, Agency & Emergence"
299,10.970031,-1.2419395,10.1007/s12304-024-09585-8,Meaning without Agency: The Establishment of Meaningful Time Relations as Prerequisite for the Emergence of Biosemiosis (Constantijn-Alexander Kusters),20,11,Theoretical biology & Emergence,2,"Evolution, Teleology & Agency",2,"Evolution, Agency & Emergence"
300,0.08728024,0.1356609,10.1007/s12304-010-9102-0,An Answer to Schrödinger’s What Is Life? (Gérard Battail),8,6,"Code biology, Molecular semiotics & Information Theory",5,"Code, Information & Representation",4,Biological codes & Information
301,5.8793902,4.0312486,10.1007/s12304-013-9189-1,"Lexicalisation and the Origin of the Human Mind (Thomas J. Hughes,J. T. M. Miller)",24,9,Language origins & Evolution,6,Language & Human Semiosis,3,Cognitive & Experiential semiotics
302,2.8010106,5.0107055,10.1007/s12304-015-9229-0,"The Biosemiotic Glossary Project: Agent, Agency (Morten Tønnessen)",12,4,Umwelt theory & Phenomenology,3,Umwelt & Embodied cognition,3,Cognitive & Experiential semiotics
303,7.668814,4.3693323,10.1007/s12304-020-09384-x,The Process of Info-Autopoiesis – the Source of all Information (Jaime F. Cárdenas-García),23,17,"Modeling, metodology and formalization of semiosis",9,Modeling & Quantitative approaches,4,Biological codes & Information
304,6.19221,6.228786,10.1007/s12304-024-09576-9,"Extending the Life World: Phenomenological Triangulation Along Two Planes (Jordan Zlatev,Alexandra Mouratidou)",24,9,Language origins & Evolution,6,Language & Human Semiosis,3,Cognitive & Experiential semiotics
305,11.342402,8.394991,10.1007/s12304-015-9243-2,"Evolution, Choice, and Scaffolding: Semiosis is Changing Its Own Building (Kalevi Kull)",6,10,Biosemiotic integration & Semiotic fitting,1,Core theoretical foundations,1,Philosophical & Theoretical foundations
306,5.3573456,5.554361,10.1007/s12304-019-09354-y,Dialogical Communicative Interaction between Humans and Elephants: an Experiment in Semiotic Alignment (Ignasi Ribó),24,9,Language origins & Evolution,6,Language & Human Semiosis,3,Cognitive & Experiential semiotics
307,10.482545,3.6420317,10.1007/s12304-010-9101-1,"Introducing Dynamics into the Field of Biosemiotics (Joachim De Beule,Eivind Hovig,Mikael Benson)",26,6,"Code biology, Molecular semiotics & Information Theory",5,"Code, Information & Representation",4,Biological codes & Information
308,10.335558,4.819487,10.1007/s12304-021-09411-5,To the End of Dogmatism in Molecular Biology (Guenther Witzany),30,2,Evolutionary theory & Extended Evolutionary Synthesis,2,"Evolution, Teleology & Agency",2,"Evolution, Agency & Emergence"
309,15.597294,-10.543008,10.1007/s12304-019-09363-x,"How Does Time Flow in Living Systems? Retrocausal Scaffolding and E-series Time (Naoki Nomura,Koichiro Matsuno,Tomoaki Muranaka,Jun Tomita)",5,11,Theoretical biology & Emergence,2,"Evolution, Teleology & Agency",2,"Evolution, Agency & Emergence"
310,6.0820193,-1.1279331,10.1007/s12304-021-09460-w,"Lessons Learned: the 20th Gatherings in Biosemiotics (Claudio J. Rodríguez H.,Ľudmila Lacková)",1,18,Announcements and administrative,1,Core theoretical foundations,1,Philosophical & Theoretical foundations
311,5.842225,4.9383755,10.1007/s12304-011-9123-3,Natural Signs and the Origin of Language (Anton Sukhoverkhov),24,9,Language origins & Evolution,6,Language & Human Semiosis,3,Cognitive & Experiential semiotics
312,11.150274,0.07911091,10.1007/s12304-021-09444-w,A Textual Deconstruction of the RNA World (David Haig),20,11,Theoretical biology & Emergence,2,"Evolution, Teleology & Agency",2,"Evolution, Agency & Emergence"
313,7.40885,3.4994352,10.1007/s12304-013-9174-8,"Autopoiesis, Life, Mind and Cognition: Bases for a Proper Naturalistic Continuity (Mario Villalobos)",23,17,"Modeling, metodology and formalization of semiosis",9,Modeling & Quantitative approaches,4,Biological codes & Information
314,5.3513627,0.926586,10.1007/s12304-024-09588-5,"An Umwelt-to-Umwelt Rhythmical Interaction: A Biosemiotic Reading of Cultural Embodiment in the Context of Humanitarian VR (Rania Magdi Fawzy,Shahinaz Hesham ElSamadoni)",36,19,Social semiotics & Culture,6,Language & Human Semiosis,3,Cognitive & Experiential semiotics
315,7.0454617,0.14178844,10.1007/s12304-018-9321-3,Correction to: Various Shapes of Cultural Biosemiotics (Jonathan Hope),36,19,Social semiotics & Culture,6,Language & Human Semiosis,3,Cognitive & Experiential semiotics
316,4.3312716,3.6003554,10.1007/s12304-016-9256-5,Semiotics of a Superorganism (J. Scott Turner),30,2,Evolutionary theory & Extended Evolutionary Synthesis,2,"Evolution, Teleology & Agency",2,"Evolution, Agency & Emergence"
317,7.8209515,-2.3972628,10.1007/s12304-021-09415-1,Could the Greatest Illusion of the Modern Synthesis Be Practical? (M. Polo Camacho),31,2,Evolutionary theory & Extended Evolutionary Synthesis,2,"Evolution, Teleology & Agency",2,"Evolution, Agency & Emergence"
318,6.9257135,6.7313895,10.1007/s12304-023-09520-3,"Closures as a Precondition of Life, Agency, and Semiosis (Jana Švorcová,Anton Markoš)",39,9,Language origins & Evolution,6,Language & Human Semiosis,3,Cognitive & Experiential semiotics
319,10.395781,2.4984276,10.1007/s12304-014-9205-0,"Chance and Events: The Way in Which Nature Surprises Us (Gennaro Auletta,Lluc Torcal)",13,1,Philosophy of biosemiotics & Foundational theories,1,Core theoretical foundations,1,Philosophical & Theoretical foundations
320,7.630757,8.985917,10.1007/s12304-021-09407-1,The Philosophical Ancestors and Heirs of Jakob von Uexküll (Riin Magnus),40,14,"Interspecies relationships, communication, mimicry and deception",4,Zoosemiotics & Animal studies,5,Ecological & Ethical dimensions
321,11.142646,8.505687,10.1007/s12304-022-09513-8,"There is Umwelt Before Consciousness, and Learning Transverses Both (Kalevi Kull,Donald Favareau)",6,10,Biosemiotic integration & Semiotic fitting,1,Core theoretical foundations,1,Philosophical & Theoretical foundations
322,8.729893,8.406199,10.1007/s12304-022-09493-9,"Living and Dwelling: A Biosemiotic and Anthropological View on Inhabiting, Art and Design (Katarzyna Machtyl)",38,4,Umwelt theory & Phenomenology,3,Umwelt & Embodied cognition,3,Cognitive & Experiential semiotics
323,9.666582,2.2116916,10.1007/s12304-022-09490-y,Correction to: Neither Dogmas nor Barriers are Absolute (Denis Noble),31,2,Evolutionary theory & Extended Evolutionary Synthesis,2,"Evolution, Teleology & Agency",2,"Evolution, Agency & Emergence"
324,10.386842,3.545119,10.1007/s12304-013-9194-4,The Relational Basis of Molecular Codes (Dennis Görlich),26,6,"Code biology, Molecular semiotics & Information Theory",5,"Code, Information & Representation",4,Biological codes & Information
325,11.143281,-1.4753594,10.1007/s12304-023-09527-w,Minimal Properties of a Natural Semiotic System: Response to Commentaries on “How Molecules Became Signs” (Terrence W. Deacon),20,11,Theoretical biology & Emergence,2,"Evolution, Teleology & Agency",2,"Evolution, Agency & Emergence"
326,9.811941,0.77624726,10.1007/s12304-008-9031-3,The Poetics of Purpose (Victoria N. Alexander),21,7,Cognitive science & Consciousness,3,Umwelt & Embodied cognition,3,Cognitive & Experiential semiotics
327,9.170211,8.872569,10.1007/s12304-022-09497-5,"The built environment in Social Media: towards a Biosemiotic Approach (Federico Bellentani,Daria Arkhipova)",33,12,Aesthetics & Meaningfulness,8,"Aesthetics, Meaning & Hermeneutics",1,Philosophical & Theoretical foundations
328,11.254328,2.6615944,10.1007/s12304-016-9281-4,Bohr’s Complementarity Framework in Biosemiotics (Filip Grygar),34,17,"Modeling, metodology and formalization of semiosis",9,Modeling & Quantitative approaches,4,Biological codes & Information
329,8.386311,8.243677,10.1007/s12304-022-09492-w,"Ontography and Maieutics, or Speculative Notes on an Ethos for Umwelt Theory (Silver Rattasepp)",38,4,Umwelt theory & Phenomenology,3,Umwelt & Embodied cognition,3,Cognitive & Experiential semiotics
330,9.2177725,4.9240985,10.1007/s12304-021-09452-w,"The Advent and Fall of a Vocabulary Learning Bias from Communicative Efficiency (David Carrera-Casado,Ramon Ferrer-i-Cancho)",37,6,"Code biology, Molecular semiotics & Information Theory",5,"Code, Information & Representation",4,Biological codes & Information
331,5.4855785,8.80802,10.1007/s12304-022-09485-9,Everybody Lies: Deception Levels in Various Domains of Life (Kristina Šekrst),40,14,"Interspecies relationships, communication, mimicry and deception",4,Zoosemiotics & Animal studies,5,Ecological & Ethical dimensions
332,17.61737,5.9900346,10.1007/s12304-016-9272-5,"Semiotic Tools For Multilevel Cell Communication (Franco Giorgi,Gennaro Auletta)",3,16,Plant and microbial semiotics,10,Non-animal semiosis,2,"Evolution, Agency & Emergence"
333,7.308836,-0.052634545,10.1007/s12304-015-9238-z,"Scaffolding Development and the Human Condition (Paul Cobley,Frederik Stjernfelt)",36,19,Social semiotics & Culture,6,Language & Human Semiosis,3,Cognitive & Experiential semiotics
334,7.319577,3.877357,10.1007/s12304-009-9071-3,Vision without Frames: A Semiotic Paradigm of Event Based Computer Vision (Ryad Benosman),34,17,"Modeling, metodology and formalization of semiosis",9,Modeling & Quantitative approaches,4,Biological codes & Information
335,7.9544635,-2.5969832,10.1007/s12304-021-09464-6,Weismann’s Barrier and Crick’s Barrier Still Preclude Two Kinds of Lamarckism (Koen B. Tanghe),31,2,Evolutionary theory & Extended Evolutionary Synthesis,2,"Evolution, Teleology & Agency",2,"Evolution, Agency & Emergence"
